#Frame         mn_hd1       mn_hd2       mn_hd3
   38984       2.5709       2.2940       2.0319
   38985       2.2886       2.4844       2.1543
   38986       2.4056       2.2174       2.1842
   38987       2.4539       2.3383       2.3204
   38988       2.1991       2.1378       2.1382
   38989       2.4730       2.3183       2.2885
   38990       2.2472       2.4114       2.3264
   38991       2.2634       2.1205       2.0789
   38992       2.7235       2.2476       2.3036
   38993       2.3263       2.0905       2.1616
   38994       2.4555       2.2818       2.1743
   38995       2.5052       2.1433       2.3281
   38996       2.2845       2.2656       2.2266
   38997       2.2395       2.1624       2.2800
   38998       2.5741       2.2838       2.1828
   38999       2.5685       2.2622       2.2972
   39000       2.3317       2.2011       2.1675
   39001       2.4107       2.2625       2.2668
   39002       2.2709       2.1457       2.3009
   39003       2.5716       2.3233       2.2161
   39004       2.5789       2.3502       2.3145
   39005       2.3911       2.1952       2.3550
   39006       2.3771       2.3632       2.1050
   39007       2.4423       2.3417       2.1639
   39008       2.3049       2.1373       2.2087
   39009       2.3528       2.2445       2.2763
   39010       2.5093       2.1772       2.2400
   39011       2.3413       2.3238       2.2202
   39012       2.4820       2.1184       2.2312
   39013       2.5364       2.1893       2.2247
   39014       2.3152       2.2160       2.0786
   39015       2.4273       2.3051       2.2469
   39016       2.3152       2.2192       2.2044
   39017       2.3193       2.1507       2.2576
   39018       2.3962       2.3051       2.1488
   39019       2.6730       2.2790       2.1049
   39020       2.3983       2.2647       2.1002
   39021       2.3665       2.3805       2.1764
   39022       2.2162       2.2531       2.1678
   39023       2.5102       2.2007       2.1376
   39024       2.4352       2.4332       2.0601
   39025       2.3388       2.2935       2.2544
   39026       2.2354       2.2111       2.4090
   39027       2.3944       2.3523       2.2861
   39028       2.4861       2.1727       2.1856
   39029       2.5791       2.1987       2.2265
   39030       2.5051       2.1691       2.4232
   39031       2.4968       2.2712       2.1308
   39032       2.6085       2.2590       2.1507
   39033       2.5448       2.1580       2.2305
   39034       2.2610       2.1685       2.2003
   39035       2.3334       2.2110       2.1266
   39036       2.5775       2.3398       2.1134
   39037       2.3608       2.2880       2.1867
   39038       2.3483       2.4218       2.2903
   39039       2.4256       2.2486       2.0937
   39040       2.3995       2.2104       2.3597
   39041       2.3713       2.2894       2.2382
   39042       2.4476       2.2630       2.3383
   39043       2.5914       2.2266       2.2571
   39044       2.5831       2.3263       2.1627
   39045       2.3507       2.2769       2.2433
   39046       2.4759       2.3707       2.1640
   39047       2.4397       2.3186       2.3444
   39048       2.3415       2.2567       2.2829
   39049       2.4348       2.2315       2.1028
   39050       2.1200       2.3684       2.1388
   39051       2.5434       2.3454       2.2742
   39052       2.3357       2.2729       2.3114
   39053       2.4706       2.1319       2.2027
   39054       2.3894       2.3009       2.1447
   39055       2.3079       2.3336       2.0834
   39056       2.3742       2.3259       2.1561
   39057       2.1899       2.1874       2.3056
   39058       2.2004       2.3573       2.3735
   39059       2.3051       2.1143       2.1867
   39060       2.4315       2.2894       2.2080
   39061       2.5518       2.1163       2.0917
   39062       2.4115       2.2985       2.2208
   39063       2.5037       2.2131       2.1756
   39064       2.3416       2.2223       2.1813
   39065       2.5397       2.2364       2.1437
   39066       2.3214       2.2184       2.2986
   39067       2.3781       2.3410       2.1571
   39068       2.3934       2.3382       2.1914
   39069       2.3887       2.2018       2.3000
   39070       2.4856       2.1672       2.1475
   39071       2.0739       2.2978       2.1831
   39072       2.4061       2.2154       2.1093
   39073       2.5345       2.1908       2.1488
   39074       2.2381       2.2784       2.2087
   39075       2.3318       2.2755       2.1888
   39076       2.6413       2.0877       2.2643
   39077       2.4910       2.2798       2.2878
   39078       2.5761       2.2925       2.0881
   39079       2.5306       2.2793       2.0642
   39080       2.4481       2.2462       2.3820
   39081       2.4997       2.2772       2.0753
   39082       2.4140       2.2463       2.2731
   39083       2.2883       2.2746       2.1247
   39084       2.3370       2.3343       2.2243
   39085       2.2508       2.2644       2.3166
   39086       2.3032       2.2281       2.2300
   39087       2.5859       2.3111       2.2863
   39088       2.3640       2.3474       2.2544
   39089       2.4925       2.1857       2.1439
   39090       2.5449       2.2362       2.3478
   39091       2.5899       2.2923       2.3166
   39092       2.3113       2.1890       2.2324
   39093       2.3641       2.4014       2.3360
   39094       2.4148       2.3650       2.1596
   39095       2.3462       2.1238       2.2540
   39096       2.3419       2.3624       2.2996
   39097       2.4134       2.3023       2.1087
   39098       2.3409       2.2414       2.1380
   39099       2.4762       2.3382       2.3066
   39100       2.3960       2.2672       2.4082
   39101       2.4045       2.1786       2.2758
   39102       2.3574       2.2967       2.2964
   39103       2.3561       2.4440       2.1576
   39104       2.3885       2.0555       2.2282
   39105       2.2698       2.2805       2.2277
   39106       2.1980       2.2618       2.1470
   39107       2.3892       2.2258       2.1807
   39108       2.2969       2.3036       2.1198
   39109       2.4488       2.4521       2.3083
   39110       2.5334       2.1750       2.2019
   39111       2.5071       2.2778       2.1582
   39112       2.4666       2.1893       2.3430
   39113       2.5278       2.3344       2.1497
   39114       2.4327       2.1021       2.2064
   39115       2.3786       2.4455       2.0466
   39116       2.2514       2.2205       2.1559
   39117       2.3572       2.4999       2.1901
   39118       2.2501       2.2654       2.3811
   39119       2.3144       2.3341       2.1949
   39120       2.4908       2.1937       2.2374
   39121       2.4349       2.1275       2.1928
   39122       2.3603       2.2209       2.3477
   39123       2.5663       2.2351       2.3224
   39124       2.4798       2.2924       2.0690
   39125       2.3336       2.4335       2.0340
   39126       2.5351       2.4053       2.1554
   39127       2.3365       2.3830       2.1730
   39128       2.5747       2.3381       2.2341
   39129       2.3219       2.2133       2.1160
   39130       2.4123       2.2933       2.2723
   39131       2.4909       2.2335       2.1626
   39132       2.3945       2.2687       2.3256
   39133       2.4454       2.2681       2.1888
   39134       2.2511       2.4944       2.0788
   39135       2.4570       2.1209       2.2393
   39136       2.2752       2.4341       2.0387
   39137       2.4554       2.3309       2.2812
   39138       2.5588       2.2886       2.2251
   39139       2.2877       2.2853       2.3519
   39140       2.4776       2.3545       2.2540
   39141       2.3454       2.2776       2.3353
   39142       2.2394       2.2454       2.1715
   39143       2.4062       2.2506       2.3618
   39144       2.4341       2.2693       2.1886
   39145       2.3987       2.3092       2.2485
   39146       2.5908       2.2125       2.2735
   39147       2.3762       2.4684       2.2698
   39148       2.3709       2.2972       2.4199
   39149       2.0773       2.3436       2.2470
   39150       2.3612       2.4052       2.1658
   39151       2.3093       2.3995       2.1501
   39152       2.2748       2.3674       2.3201
   39153       2.3909       2.2408       2.1303
   39154       2.4150       2.2482       2.2428
   39155       2.5252       2.2989       2.2524
   39156       2.4770       2.1881       2.2602
   39157       2.4901       2.2538       2.2871
   39158       2.5450       2.2929       2.0432
   39159       2.4529       2.2479       2.2431
   39160       2.3785       2.3169       2.1922
   39161       2.4291       2.1663       2.1794
   39162       2.4282       2.3529       2.2508
   39163       2.3804       2.1153       2.3008
   39164       2.4775       2.4051       2.0397
   39165       2.3297       2.3123       2.2075
   39166       2.5174       2.4261       2.0875
   39167       2.4538       2.2400       2.1282
   39168       2.4359       2.3121       2.2188
   39169       2.2372       2.2127       2.2275
   39170       2.3570       2.1852       2.2724
   39171       2.4967       2.4428       2.0405
   39172       2.2730       2.1887       2.1851
   39173       2.5549       2.2234       2.3207
   39174       2.3122       2.4197       2.2393
   39175       2.6938       2.4026       2.0950
   39176       2.3507       2.2849       2.3834
   39177       2.3100       2.1633       2.1366
   39178       2.3446       2.1357       2.1579
   39179       2.5090       2.3263       2.1589
   39180       2.2919       2.3330       2.1318
   39181       2.2718       2.3926       2.2562
   39182       2.5419       2.3291       2.1068
   39183       2.3057       2.2148       2.1380
   39184       2.5047       2.3142       2.2658
   39185       2.4628       1.9998       2.1961
   39186       2.4563       2.2230       2.1654
