#Frame      Mn1_Ox_OZ    Mn1_Ox_OY    Mn1_Ox_OX
   26130       2.0672       3.9187       2.2508
   26131       2.1962       4.1572       2.5434
   26132       2.1366       4.0936       2.2717
   26133       2.0029       3.9593       2.0799
   26134       2.1295       4.1051       2.2292
   26135       2.0020       3.9550       2.3831
   26136       2.0856       4.1112       2.2734
   26137       2.0394       4.0109       2.4864
   26138       2.0449       3.8617       2.3512
   26139       2.0430       4.0080       2.4060
   26140       2.0565       3.9250       2.3930
   26141       2.1471       4.0311       2.3640
   26142       2.1015       3.9143       2.3956
   26143       2.0671       3.9908       2.3933
   26144       2.0812       4.0886       2.3170
   26145       2.0552       4.1129       2.4088
   26146       1.9871       3.9714       2.3764
   26147       2.0807       4.0316       2.1797
   26148       2.0748       4.0514       2.4256
   26149       2.0743       4.0774       2.4773
   26150       2.0929       3.9863       2.4203
   26151       2.0613       4.0839       2.3909
   26152       2.0651       4.0449       2.3465
   26153       2.0476       4.0291       2.4978
   26154       2.1445       4.1405       2.2261
   26155       2.0087       3.9115       2.3237
   26156       1.9874       3.9875       2.3609
   26157       2.1051       4.1372       2.3333
   26158       2.0550       4.0708       2.3476
   26159       2.1042       4.1135       2.4900
   26160       2.1108       4.1242       2.2250
   26161       2.0399       4.0478       2.3844
   26162       2.1227       3.9813       2.2376
   26163       1.9987       3.8452       2.2206
   26164       2.1247       3.9946       2.2175
   26165       1.9983       3.8101       2.1586
   26166       1.9715       3.9339       2.4180
   26167       2.1692       4.0908       2.4635
   26168       2.0182       3.9808       2.4232
   26169       2.0552       3.9856       2.4973
   26170       2.0538       3.9187       2.4103
   26171       2.0796       4.0197       2.3526
   26172       2.1292       4.0920       2.2551
   26173       2.0934       4.0623       2.4888
   26174       2.1219       4.0624       2.3009
   26175       2.0712       4.0421       2.2561
   26176       2.2193       4.1650       2.3152
   26177       2.0806       4.0795       2.3137
   26178       2.1909       4.0784       2.2597
   26179       2.0500       4.0829       2.4702
   26180       2.1101       4.1069       2.3185
   26181       1.9255       3.9362       2.3294
   26182       2.2199       4.2433       2.3726
   26183       2.1190       4.2065       2.4908
   26184       2.1147       4.0839       2.4022
   26185       2.0728       3.9999       2.3583
   26186       2.1459       4.1565       2.3368
   26187       2.0615       4.1043       2.3657
   26188       2.0956       4.0454       2.2928
   26189       2.0749       4.0452       2.2581
   26190       2.0404       4.0296       2.3869
   26191       2.0554       4.0710       2.4398
   26192       2.1631       4.0614       2.3949
   26193       2.1205       4.0324       2.4411
   26194       2.1715       4.1936       2.4354
   26195       2.1103       3.9446       2.3505
   26196       2.0716       4.0557       2.3626
   26197       1.9691       3.8871       2.2542
   26198       2.0241       3.9967       2.3057
   26199       2.0140       3.9395       2.5118
   26200       2.0451       3.9763       2.3672
   26201       1.9541       3.9084       2.5008
   26202       2.1671       4.0602       2.4748
   26203       1.9942       4.0098       2.2770
   26204       2.0751       3.9218       2.2704
   26205       2.0640       4.1426       2.4118
   26206       1.9609       4.0329       2.4013
   26207       1.9739       3.9339       2.2623
   26208       2.1282       4.0603       2.2316
   26209       2.0979       4.0100       2.3519
   26210       2.1294       4.1082       2.3630
   26211       2.0971       4.0686       2.3636
   26212       1.9560       3.9718       2.3779
   26213       2.0827       4.0503       2.4927
   26214       2.0953       4.0117       2.3562
   26215       2.1600       4.0468       2.4757
   26216       2.1272       4.0935       2.4499
   26217       1.9771       3.7663       2.2952
   26218       2.0549       3.9097       2.4151
   26219       2.0221       3.8313       2.2621
   26220       2.1840       4.0731       2.1601
   26221       2.0322       4.0065       2.4336
   26222       2.1059       3.9907       2.3386
   26223       2.0984       4.0001       2.4903
   26224       1.9157       3.9149       2.2214
   26225       1.9533       4.0033       2.3707
   26226       1.9965       3.9800       2.3850
   26227       2.0263       3.9156       2.3558
   26228       2.1722       4.1222       2.4661
   26229       2.0357       4.0348       2.3947
   26230       2.0293       4.0157       2.2793
   26231       2.1940       4.0513       2.4206
   26232       2.0475       3.8666       2.2628
   26233       2.1647       4.0724       2.2274
   26234       2.0876       4.0379       2.1642
   26235       2.1732       4.1170       2.4601
   26236       2.0619       4.1052       2.4335
   26237       2.0972       4.0427       2.4481
   26238       1.9989       3.9939       2.4200
   26239       2.1476       4.1496       2.3451
   26240       2.2291       4.2425       2.5655
   26241       1.9229       3.9410       2.3244
   26242       2.0480       4.0530       2.2632
   26243       2.0569       4.0463       2.3466
   26244       2.2080       4.1992       2.2564
   26245       2.1089       4.0416       2.3327
   26246       2.0867       3.9468       2.5215
   26247       2.0498       4.0548       2.2914
   26248       2.0653       3.9894       2.2513
   26249       2.0622       4.0499       2.4496
   26250       2.0594       4.0277       2.2098
   26251       2.1073       3.9543       2.0923
   26252       2.0375       4.0378       2.3176
   26253       2.0952       3.9775       2.3166
   26254       1.9644       3.9514       2.4641
   26255       2.2308       4.1517       2.4194
   26256       2.1473       4.0457       2.4664
   26257       2.1023       4.0177       2.2108
   26258       2.1572       4.1759       2.2622
   26259       1.9492       3.9473       2.2485
   26260       2.2592       4.1897       2.4258
   26261       2.0751       3.9813       2.3958
   26262       2.1008       3.9792       2.2803
   26263       2.1353       4.0390       2.5396
   26264       2.1402       4.0625       2.3799
   26265       1.9947       3.9933       2.4127
   26266       2.0367       3.9878       2.3048
   26267       2.0431       4.0450       2.3999
   26268       2.0573       4.0195       2.3547
   26269       2.1729       4.1394       2.1692
   26270       2.0827       3.9885       2.2594
   26271       2.0208       4.0533       2.2707
   26272       2.0667       4.0417       2.3852
   26273       2.0733       4.0062       2.4018
   26274       2.1826       4.2471       2.5242
   26275       2.0445       3.8043       2.3262
   26276       2.1099       4.0733       2.2234
   26277       2.1627       4.0954       2.2446
   26278       2.0934       4.0529       2.4869
   26279       2.0715       3.9846       2.3501
   26280       2.1097       3.9715       2.2424
   26281       2.0886       4.0380       2.1981
   26282       1.8403       3.8751       2.5665
   26283       2.0634       3.9479       2.2935
   26284       2.0923       4.0356       2.2718
   26285       2.1259       4.0665       2.3723
   26286       2.1751       4.2725       2.4908
   26287       2.1377       4.1237       2.2736
   26288       2.1380       4.1120       2.2208
   26289       1.9413       3.9122       2.1995
   26290       2.1254       4.0812       2.3979
   26291       2.0224       3.7897       2.3820
   26292       2.1016       4.1236       2.4598
   26293       2.1704       4.0351       2.4655
   26294       2.0709       3.8918       2.3309
   26295       2.0693       4.1000       2.3666
   26296       2.1406       4.0436       2.2947
   26297       2.1727       4.0998       2.3492
   26298       1.9005       3.9255       2.3319
   26299       2.0135       3.9790       2.3583
   26300       2.0370       3.9989       2.5959
   26301       2.2093       4.0704       2.1947
   26302       2.2497       4.1276       2.2295
   26303       2.0172       4.0738       2.4842
   26304       2.0673       4.0195       2.2615
   26305       2.1580       4.1121       2.1258
   26306       2.1407       4.0151       2.3096
   26307       2.1400       4.0396       2.3546
   26308       2.1138       4.0285       2.4543
   26309       2.0956       4.0460       2.4243
   26310       2.0439       4.0027       2.3921
   26311       2.0738       3.9039       2.2157
   26312       2.2261       4.1404       2.3060
   26313       2.0228       3.9705       2.2437
   26314       2.1013       4.0895       2.3728
   26315       2.2483       4.1631       2.4381
   26316       2.1199       3.9659       2.1760
   26317       2.0553       4.0272       2.3476
   26318       2.1496       4.1556       2.1341
   26319       2.0489       4.0256       2.2804
   26320       2.0444       3.9775       2.2741
   26321       2.0195       4.0921       2.4279
   26322       2.0628       4.0592       2.2994
   26323       2.0949       4.0775       2.1860
   26324       2.1323       4.1005       2.3282
   26325       2.1589       4.0964       2.3956
   26326       1.9916       3.9704       2.2510
   26327       1.9245       3.7921       2.4155
   26328       2.1167       4.0919       2.3618
   26329       2.0473       4.0447       2.4212
   26330       2.2213       4.1244       2.4428
   26331       1.9210       3.9929       2.2880
   26332       1.9252       3.9571       2.3080
   26333       2.0001       3.9241       2.2823
